objid,specobjid,class,ra,dec,redshift,u_g,g_r,r_i,i_z
1237680333252330490,8031300331895019520,GALAXY,4.18071235430057,30.5215321339854,0.3638161,3.792,1.81045,0.662344,0.3869667
1237680333252395574,8031306654086879232,GALAXY,4.21279993063712,30.4295138989707,0.5471745,4.1576,2.36599,1.0371,0.4490032
1237680333252395694,8031306104331065344,GALAXY,4.26213540676042,30.5087416633908,0.5489042,0.2851582,1.675901,1.017319,0.469944
1237680333252461044,8031304455063623680,GALAXY,4.36740526237884,30.4872707651766,0.5091431,2.953796,1.881382,0.973896,0.4657249
1237680333252461209,8031305554575251456,GALAXY,4.38665861515187,30.4460513525547,0.4361575,0.3799114,1.972523,0.9288559,0.5850925
1237680333252461338,8031305004819437568,GALAXY,4.43989494816867,30.4717852004305,0.5095496,3.563093,1.957731,0.942112,0.5663719
1237680333789135217,8031285488488044544,GALAXY,3.94552524865469,30.9187111296851,0.09981788,1.889606,1.033962,0.4477482,0.3755093
1237680333789135371,8031284938732230656,GALAXY,3.97234487034189,30.9214822239507,0.3070496,5.335871,1.804605,0.7400475,0.5442181
1237680333789200779,8031297583115950080,GALAXY,4.13018448024337,30.8864555648276,0.3206128,2.276854,1.64142,0.5776863,0.3320904
1237680333789200904,8031285213610137600,GALAXY,4.0148057551051,31.045522381949,0.7347121,0.86619,1.111731,0.9626923,0.351902
1237680333789201064,8031296758482229248,GALAXY,4.081459202274,30.921159916742,0.4989589,1.563295,1.624226,1.107046,0.4713917
1237680333789201307,8031296208726415360,GALAXY,4.07119118232458,31.0275128748053,0.6219491,-0.2371616,1.825203,1.277802,0.495142
1237680333789201345,8031297308238043136,GALAXY,4.12379765290279,30.8370347567389,0.6391011,0.5642262,2.017397,1.29793,0.5673523
1237680333789266435,8031294559458973696,GALAXY,4.21111455280021,30.9901264901728,0.462151,4.796326,1.817034,0.9500771,0.4423218
1237680333789332289,8031303355551995904,GALAXY,4.48877313021558,30.9050111338789,0.5629182,3.510363,1.689793,0.9704227,0.5830708
1237680333789397732,8031305829453158400,GALAXY,4.6362923734859,30.9217657783894,0.5568304,2.121307,1.566145,1.073002,0.5869846
1237680477120954725,8031281365319440384,GALAXY,3.9275459874994,31.5453136701765,0.101559,1.984409,1.055681,0.4708004,0.3840647
1237680477120955315,8031281640197347328,GALAXY,3.98830511289088,31.591933467254,0.3592618,2.896832,1.832743,0.6684361,0.3807659
1237680477121020471,8031291810679904256,GALAXY,4.06288786907641,31.6174917868084,0.5492564,1.075205,1.498032,1.141634,0.6176109
1237680483026994108,8031280540685719552,GALAXY,3.69981643820665,30.355350522671,0.3346543,2.692442,1.714758,0.5885963,0.3271141
1237680483027059235,8031279990929905664,GALAXY,3.7636652757368,30.3770366074081,0.5080332,0.8527622,1.631712,0.889267,0.6196136
1237680483027124614,8031291535801997312,GALAXY,4.04579947676842,30.3360813212256,0.3674529,4.155882,1.785534,0.6664791,0.3550224
1237680483027124765,8031291260924090368,GALAXY,3.94825440219853,30.3209004982738,0.5049861,3.310457,1.783932,0.8563385,0.5538025
1237680483027124942,8031290711168276480,GALAXY,4.01690484519986,30.4002295245795,0.5062237,1.582329,1.568815,0.9150162,0.6005173
1237680483027125032,8031301706284554240,GALAXY,4.05266377728219,30.3775462319563,0.5066298,1.070814,1.533787,0.8332634,0.3085575
1237680483027190192,8031301981162461184,GALAXY,4.08716309767692,30.3299697389642,0.3663101,4.635469,1.806351,0.6706562,0.3532028
1237680483027190539,8031302256040368128,GALAXY,4.16826145041756,30.3273972094078,0.4694658,4.183626,1.816591,0.8744221,0.4386234
1237680483027190580,8031301431406647296,GALAXY,4.18756711235392,30.3777288843069,0.3668515,4.13872,1.825813,0.6531887,0.4388733
1237680483027190853,8031307753598507008,GALAXY,4.1929829256037,30.3959497086561,0.5489058,0.2093754,2.028456,1.043072,0.5123711
1237680483028042276,7064052530951772160,GALAXY,6.41779883219465,30.2451219376201,0.486025,2.71174,1.76651,0.9010983,0.412405
1237680483028107825,7064064075823863808,GALAXY,6.57529860458237,30.2213331627042,0.5695015,2.318014,1.552868,0.984251,0.3039303
1237680483028107925,7064062426556422144,GALAXY,6.64481958828048,30.3350729561188,0.5229118,3.37804,1.451551,1.000576,0.4054756
1237680483028107964,7064062976312236032,GALAXY,6.66709406855148,30.22967039282,0.6984941,-0.596035,1.201761,1.11237,0.6109028
1237680483028238870,7064072871916886016,GALAXY,6.90981622027209,30.2628504782239,0.4953988,1.147718,1.465879,0.9180088,0.6789227
1237680483563929991,8031287962389207040,GALAXY,3.86408686028477,30.6893081986185,0.3203121,1.663292,1.756971,0.6563816,0.3968544
1237680483563930392,8031286313121765376,GALAXY,3.85780736931838,30.79494556271,0.549378,1.513802,2.02836,1.094576,0.4989319
1237680483563995740,8031286862877579264,GALAXY,3.90621063698336,30.6997460575443,0.5495149,2.690157,1.758104,1.098223,0.7217579
1237680483563996026,8031297857993857024,GALAXY,4.06105317875796,30.804758589315,0.4638069,1.186728,1.798586,0.916172,0.3631001
1237680483564061083,8031298957505484800,GALAXY,4.07112959805727,30.705385979771,0.5471935,2.708685,1.562777,1.005682,0.5294495
1237680483564061239,8031298407749670912,GALAXY,4.11090828800405,30.7864466538523,0.6089479,0.3003254,1.006134,0.9674854,0.3764172
1237680483564061359,8031299232383391744,GALAXY,4.18287799633862,30.6566724618047,0.3207009,2.154993,1.769512,0.5709686,0.3159332
1237680483564127025,8031303905307809792,GALAXY,4.3154356299604,30.80277096042,0.5579143,1.70118,1.468756,1.120037,0.5475636
1237680483564192434,8031306928964786176,GALAXY,4.49106318684767,30.662020449882,0.4523391,1.164644,1.798698,0.8244572,0.4380245
1237680483564192652,8031306379208972288,GALAXY,4.52089050871274,30.7544429961526,0.5562677,-0.4749508,2.038273,1.148821,0.4135513
1237680484100866472,8031283839220602880,GALAXY,4.00662158033117,31.0686468118222,0.2619932,6.416586,1.545225,0.5868759,0.4375267
1237680484100866729,8031284114098509824,GALAXY,3.9612158566585,31.186729784807,0.4372978,0.9816151,1.427448,0.8358402,0.4939804
1237680309619327946,8031193404389218304,GALAXY,2.0547407197522,31.2592057724987,0.5540126,0.6792164,2.030947,1.135063,0.4584522
1237680309619458285,8031204949261309952,GALAXY,2.34971926987981,31.2382709767181,0.1013124,2.117569,1.039761,0.512661,0.3955374
1237680309619458667,8031194229022939136,GALAXY,2.30089770583584,31.4102084154326,0.3492959,3.701778,1.65774,0.5979919,0.3846855
1237680309619524427,8031205773895030784,GALAXY,2.53387472697966,31.4147215189563,0.3219633,2.335323,1.89707,0.6728344,0.462862
1237680332714541375,8031180485127591936,GALAXY,1.68534918441287,30.0728887303798,0.2237585,2.729616,1.41217,0.5413361,0.4070415
1237680332714542393,8031186807319451648,GALAXY,1.74173669950426,30.1654633232054,0.6008846,4.874464,1.653614,1.271284,0.5737915
1237680332714606932,8031177186592708608,GALAXY,1.87053240659196,30.0971816185873,0.291283,2.763409,1.676731,0.6533318,0.3871002
1237680332714607098,8031180760005498880,GALAXY,1.76782342870888,30.1389239043123,0.5177774,2.3957,1.68088,0.9505692,0.3492718
1237680332714607824,8031181309761312768,GALAXY,1.80097339673011,30.0329584990992,0.6323258,1.705301,1.798088,1.338144,0.4866295
1237680332714672585,8031175812203173888,GALAXY,2.0694565525522,30.1319920457378,0.3644329,4.526207,1.776686,0.6554794,0.354269
1237680332714672733,8031178835860150272,GALAXY,1.94829751386635,30.1457347353779,0.5496833,2.915865,1.672115,0.90662,0.3817291
1237680332714672747,8031179660493871104,GALAXY,1.95652875377834,30.0072098382865,0.5082747,3.213837,1.596905,1.05501,0.3897381
1237680332714673121,8031176087081080832,GALAXY,2.07627324182704,30.1079808469716,0.3649594,2.169647,1.993351,0.6398106,0.3391399
1237680332714737926,8031174162935732224,GALAXY,2.1709853120052,30.1771365906813,0.2136193,2.248875,1.420967,0.5647469,0.374115
1237680332714738344,8031175262447360000,GALAXY,2.15224009771788,30.1075825950026,0.5089346,1.948223,1.881861,0.9441891,0.4959717
1237680332714738629,8031174987569453056,GALAXY,2.24753213401107,30.0748495645476,0.3824278,1.074566,1.929062,0.6409454,0.4110126
1237680333251413203,8031183508784568320,GALAXY,1.73629950542539,30.4335752670674,0.6024036,4.039864,1.873583,1.228777,0.587141
1237680333251477658,8031183783662475264,GALAXY,1.84551397973462,30.506581443059,0.07616375,1.886683,0.9548168,0.4732742,0.3576813
1237680333251478459,8031190380732241920,GALAXY,1.90569370771658,30.4066732643105,0.3565485,1.812107,1.93157,0.6325512,0.4747696
1237680333251543180,8031191480243869696,GALAXY,2.06830843495413,30.4321342567605,0.1042552,1.886036,1.000181,0.5381708,0.3971815
1237680333251543316,8031192029999683584,GALAXY,2.02020810707245,30.39046345029,0.1043806,1.952539,1.140816,0.5747261,0.4675083
1237680333251543442,8031188181708986368,GALAXY,1.9489416526477,30.5658156777632,0.3505529,1.95797,1.86832,0.6444988,0.3582535
1237680333251609246,8031190930488055808,GALAXY,2.11513587542476,30.4749447760053,0.2983539,1.988182,1.6957,0.6341419,0.4528122
1237680333251609601,8031190105854334976,GALAXY,2.23777808582531,30.54942197181,0.5078753,1.204416,1.819542,1.008533,0.3606606
1237680333251674123,8031201375848519680,GALAXY,2.27676144079908,30.4065657308923,0.08822732,2.067556,1.135796,0.5876598,0.4428959
1237680333251674149,8031201100970612736,GALAXY,2.32832893144587,30.4021703316047,0.4101376,2.764187,1.331139,0.8678589,-0.02369499
1237680333251675058,8031200551214798848,GALAXY,2.39578396286026,30.4372685572339,0.5481367,0.7246246,1.326097,1.016176,0.1878204
1237680333251740298,8031202750238054400,GALAXY,2.46192309827359,30.4916353278962,0.4882629,0.6168499,1.868505,1.025488,0.4593449
1237680333788348789,8031181859517126656,GALAXY,1.85824964398284,30.8601778236507,0.429648,0.5838184,1.456179,0.8698978,0.4100018
1237680333788349076,8031182409272940544,GALAXY,1.78268103336762,30.8171635275146,0.5039633,1.116486,1.570095,0.8902607,0.6194305
1237680333788413972,8031198077313636352,GALAXY,1.95025692935917,30.9453461845172,0.324867,3.699886,1.75775,0.7161617,0.3615818
1237680333788414286,8031197527557822464,GALAXY,1.9150869461314,30.96282628484,0.298727,2.441265,1.509354,0.6470852,0.3673763
1237680333788414606,8031197802435729408,GALAXY,1.98483241930927,30.9479908437624,0.6046689,1.967186,1.222853,0.8386021,0.434473
1237680333788414836,8031196977802008576,GALAXY,2.0620731230149,30.97466406033,0.3248569,1.204777,1.687351,0.6908436,0.393713
1237680333788479562,8031197252679915520,GALAXY,2.22099586358064,30.855177023412,0.5032205,1.382431,1.915764,1.00285,0.5253506
1237680333788480278,8031196702924101632,GALAXY,2.19730929304632,30.9508261488421,0.5353007,0.2432041,1.771589,0.970274,0.6016331
1237680333788545713,8031195603412473856,GALAXY,2.30183014204823,31.0023752264518,0.4699951,4.053909,1.769735,0.8450756,0.5016518
1237680333788611432,8031206598528751616,GALAXY,2.53097724787574,30.8502544930132,0.3488853,2.345358,1.795755,0.6117535,0.4488411
1237680477120299346,8031193129511311360,GALAXY,2.27180892819609,31.4359083678922,0.3510803,3.500082,1.765108,0.6309776,0.532383
1237680477120430844,8031204674383403008,GALAXY,2.53780118247835,31.5341104318464,0.3971109,4.305168,1.816525,0.7188702,0.5240955
1237680483026272953,8031185158052009984,GALAXY,1.72696552665786,30.3114462754162,0.5977753,0.3054638,1.613838,1.259182,0.5554333
1237680483026272966,8031186257563637760,GALAXY,1.7355339339349,30.1882590749972,0.6037426,3.264421,1.911392,1.102715,0.6776695
1237680483026273155,8031184608296196096,GALAXY,1.81278339656149,30.2859846084733,0.6001437,0.4398766,1.048004,1.018316,0.593008
1237680483026273157,8031187082197358592,GALAXY,1.81669361004913,30.1803753436201,0.56703,4.466242,1.812172,1.132818,0.5355682
1237680483026338385,8031185707807823872,GALAXY,1.86088864331833,30.2607991318676,0.4721377,3.693909,1.80756,0.8777924,0.5006294
1237680483026338582,8031190655610148864,GALAXY,1.93759905595857,30.2954472348246,0.6819739,0.2613373,2.496624,1.444122,0.3643322
1237680483026338592,8031189556098521088,GALAXY,1.94320765208533,30.3213099612829,0.5609904,0.3417416,1.643045,0.9191189,0.6106777
1237680483026338888,8031192304877590528,GALAXY,1.98494144217364,30.2225581372923,0.6862335,1.030495,2.341848,1.37825,0.6867027
1237680483026403671,8031192579755497472,GALAXY,2.12430541389023,30.2068145019868,0.1187214,1.557846,0.9787216,0.4793587,0.4031286
1237680483026404292,8031191755121776640,GALAXY,2.14122057809368,30.2587713709701,0.5171861,1.039455,1.671545,1.036835,0.3755589
1237680483026404481,8031191205365962752,GALAXY,2.10838590335163,30.3533064243905,0.6169899,2.059576,1.716099,1.187304,0.4815235
1237680483026469710,8031203025115961344,GALAXY,2.260950384171,30.2312807330536,0.3341068,1.150629,1.726704,0.6822681,0.4982052
1237680483026534424,8031202200482240512,GALAXY,2.35089958089191,30.3623983512866,0.50756,3.185022,1.707851,1.059305,0.5602512
1237680483026534692,8031203574871775232,GALAXY,2.41555656536468,30.2550427093322,0.08497221,2.026587,0.9321156,0.4509888,0.361784
1237680483026535195,8031201925604333568,GALAXY,2.41064546048244,30.3387445007651,0.4074807,2.581938,1.893257,0.7321205,0.4548645
1237680483563209512,8031184333418289152,GALAXY,1.89457564224205,30.6012115375317,0.5585558,2.516172,1.192659,0.7654419,0.3623466
1237680483563209528,8031182134395033600,GALAXY,1.89404272505857,30.7246888924471,0.474373,2.984921,1.651766,0.7810135,0.4626045
1237680483563274466,8031187631953172480,GALAXY,1.97672773666727,30.7434066095237,0.07485091,1.905733,0.9475689,0.4389191,0.3784962
1237680483563274847,8031187357075265536,GALAXY,1.99636301806373,30.8032397635504,0.503141,1.523523,1.807991,1.012482,0.4733963
1237680483563339989,8031187906831079424,GALAXY,2.19958478015707,30.7877477087661,0.5401845,2.117992,1.788433,1.006039,0.5541077
1237680483563340269,8031198352191543296,GALAXY,2.31433210994203,30.8071655906531,0.5387025,0.5612965,1.649603,1.072758,0.6942425
1237680483563340686,8031200001458984960,GALAXY,2.31710168324184,30.7249835756598,0.4900315,1.642754,1.804226,0.980793,0.4047852
1237680483563340695,8031199451703171072,GALAXY,2.32379262933534,30.6829945253108,0.6298097,1.305305,1.405048,1.151127,0.4496078
1237680483563405847,8031199176825264128,GALAXY,2.32602069312122,30.7067219732137,0.4069767,2.662184,1.65473,0.6555805,0.4034748
1237680483563405881,8031198901947357184,GALAXY,2.33559885276679,30.75035017098,0.5324154,2.447496,1.757114,1.043552,0.4835968
1237680484100145515,8031194778778753024,GALAXY,2.07716337927707,31.1820023591226,0.300908,2.195778,1.629545,0.6629677,0.4128799
1237680484100145970,8031194503900846080,GALAXY,2.09615683843833,31.1117995151687,0.5983672,3.801357,1.577978,1.056856,0.2440586
1237663235525182102,8032376204006021120,GALAXY,1.04302564289253,30.9863775543656,0.394796,3.612881,1.889746,0.688612,0.3367634
1237663235525182634,8032374829616486400,GALAXY,0.958827002069654,30.8801629946716,0.4827022,1.632847,1.72854,0.9069443,0.4095955
1237663235525248058,8032376478883928064,GALAXY,0.975557087094558,30.7064345663394,0.7398592,-0.8517437,2.750612,1.369192,0.8624878
1237663235525313009,8032388298633926656,GALAXY,1.1050634121134,30.5832494849643,0.2396949,2.982721,1.539276,0.548687,0.341156
1237663235525313691,8032388023756019712,GALAXY,1.14669960617823,30.5895037070811,0.3452003,4.762295,1.875278,0.6351662,0.2869129
1237663235525378092,8032389673023461376,GALAXY,1.12438916626911,30.5424157393236,0.7383459,0.3413143,2.957685,1.326014,0.4859715
1237663235525378834,8032377028639741952,GALAXY,1.05798618647754,30.5342830413914,0.4840039,1.541903,1.527987,0.9512043,0.4199028
1237663235525378843,8032379227662997504,GALAXY,1.07857908601278,30.5334617053892,0.6230093,0.8637505,1.50296,1.142426,0.5245686
1237663235525378853,8032383075953694720,GALAXY,1.02068623145578,30.5183544038511,0.6155592,-0.08430481,2.145174,1.198055,0.3380566
1237663235525378942,8032379777418811392,GALAXY,1.05394240678902,30.4833767541904,0.5626097,2.466709,1.43721,1.077608,0.4878597
1237663235525444409,8032380327174625280,GALAXY,1.12236201124409,30.3116965088295,0.5138134,2.231203,1.323362,0.9140415,0.5059948
1237663235525444443,8032380876930439168,GALAXY,1.09372989415448,30.2870414741626,0.4908195,1.365946,1.257603,0.8206692,0.4363823
1237663235525444446,8032395170581600256,GALAXY,1.21867763632417,30.308337728818,0.4880914,2.350111,1.776825,0.8823128,0.3469639
1237663235525509185,8032390497657182208,GALAXY,1.30758582003341,30.2687271834551,0.3178753,2.399204,1.638491,0.656702,0.3646126
1237663235525509887,8032392696680437760,GALAXY,1.31569546998151,30.2219324561533,0.5250077,1.131403,1.836479,1.007195,0.2615566
1237663235525510006,8032393521314158592,GALAXY,1.1495991865869,30.1433850627798,0.5352241,1.612928,1.68294,1.021719,0.4047298
1237663235525575363,8032394620825786368,GALAXY,1.34053777195982,30.1032053165958,0.55975,1.587496,1.689857,1.216288,0.4944687
1237663235525575422,8032392971558344704,GALAXY,1.29021401634088,30.0690537705305,0.5267813,0.525507,1.717346,0.9013481,0.4632187
1237663235525575580,8032394071069972480,GALAXY,1.21378236680317,30.0005448897506,0.5337173,1.134968,1.8736,1.00589,0.402813
1237663235525575764,8032394345947879424,GALAXY,1.23916999597134,30.0599332199607,0.7624792,5.427631,1.025885,1.423651,0.4260693
1237663307991220843,8032378403029276672,GALAXY,0.856918281666708,30.6448700875203,0.427581,1.577585,1.784231,0.720644,0.4389763
1237663308528091743,8032384725221136384,GALAXY,1.21550241823979,30.7173408826934,0.5090909,3.490749,1.619234,0.8736973,0.5778599
1237663308528157265,8032399018872297472,GALAXY,1.37416472229825,30.6077299507007,0.6121498,0.07239532,1.9263,1.095293,0.1882763
1237663308528288519,8032403966674622464,GALAXY,1.47966958983216,30.2596296836365,0.5211604,2.191441,1.873386,0.9726582,0.5254498
1237663308528288648,8032403416918808576,GALAXY,1.49136250335192,30.3137222972487,0.5310144,2.573483,2.087641,0.931694,0.2633114
1237663308528288659,8032391872046716928,GALAXY,1.3376959858158,30.2779048307079,0.5238287,-0.1872139,1.945499,1.140177,0.2767925
1237663308528288785,8032402867162994688,GALAXY,1.56866911464215,30.2244438587692,0.6306037,-0.6968346,2.042814,1.19541,0.6675377
1237680309619000221,8032389947901368320,GALAXY,1.16798515138032,31.1966158976756,0.3857087,1.934141,1.975342,0.7000561,0.4091053
1237680309619000464,8032375929128114176,GALAXY,1.12258926529194,31.2769010957035,0.6199684,0.4372902,1.468422,0.9427433,0.3405151
1237680309619065127,8032385549854857216,GALAXY,1.28714147800048,31.3516521693585,0.1383882,1.93951,1.132198,0.4678612,0.4175472
1237680309619065485,8032386924244391936,GALAXY,1.22823073246843,31.2109292063437,0.4263955,1.367619,1.843025,0.8649445,0.542017
1237680309619065604,8032385824732764160,GALAXY,1.26542509139205,31.2248659673073,0.3497274,1.687088,1.826788,0.6273861,0.4601669
1237680309619131322,8032396270093228032,GALAXY,1.41054692663022,31.3711098006749,0.4817184,1.946474,1.888182,0.9506016,0.2077084
1237680309619131471,8032407814965319680,GALAXY,1.54103608417836,31.3364519955002,0.4942432,2.167545,1.940142,1.007671,0.3339252
1237680309619196135,8032407265209505792,GALAXY,1.61307346576154,31.291674406794,0.765043,2.300758,2.151306,1.156525,0.6895866
1237680309619196654,8032407540087412736,GALAXY,1.61629649266854,31.3287943195484,0.4258679,1.316799,1.907715,0.6858921,0.4574986
1237680332714279700,8032381976442066944,GALAXY,0.990281583501883,30.1428579445628,0.5758452,2.251886,1.474003,0.9056931,0.4317532
1237680332714279982,8032382251319973888,GALAXY,0.961066676490077,30.007435197452,0.5954041,-0.0847683,1.405365,0.9946537,0.3149624
1237680332714411065,8032390222779275264,GALAXY,1.36974544206691,30.0921999179923,0.557976,4.279514,1.948822,1.131683,0.5929337
1237680332714475927,8032401767651366912,GALAXY,1.55366607686989,30.0852713661278,0.1026041,1.745577,1.072853,0.5578499,0.4636841
1237680332714476307,8032404241552529408,GALAXY,1.4658158181627,30.0124425540654,0.2829074,1.398201,1.831905,0.692215,0.4223175
1237680332714476589,8032405615942064128,GALAXY,1.58105476967933,30.0615544362091,0.5241776,3.245914,1.781857,1.125502,0.452137
1237680333251085342,8032378677907183616,GALAXY,0.86764801579767,30.5489987293093,0.7234668,0.4675217,0.8222504,1.21339,0.4563084
1237680333251150264,8032378952785090560,GALAXY,0.987924182192614,30.5477874923057,0.2901244,2.669207,1.589815,0.607954,0.4004498
1237680333251150579,8032375104494393344,GALAXY,0.952587162486054,30.5148219459432,0.3360107,4.250067,1.850798,0.6506214,0.3540478
1237680333251281354,8032391047412996096,GALAXY,1.28883182160405,30.3837295619912,0.2916599,2.934708,1.623463,0.6142693,0.4061546
1237680333251281603,8032392421802530816,GALAXY,1.25989360113374,30.4867335093183,0.502768,2.104382,1.657061,0.8021927,0.356308
1237680333251281806,8032400668139739136,GALAXY,1.33751410973775,30.5332123961656,0.5178435,1.123533,1.771803,1.119347,0.4211216
1237680333251281839,8032391597168809984,GALAXY,1.35022149933718,30.4669526774354,0.3168721,3.994436,1.793804,0.7770882,0.4618282
1237680333251281883,8032390772535089152,GALAXY,1.36671643228885,30.4906312676032,0.5181653,3.884962,1.825678,0.9129028,0.4940777
1237680333251281903,8032392146924623872,GALAXY,1.38065680864719,30.4365646729447,0.3473454,2.276846,1.810343,0.7131901,0.4498959
1237680333251282098,8032391322290903040,GALAXY,1.31624349746841,30.4875458785354,0.5184156,1.992165,1.871801,1.058781,0.3509712
1237680333251282177,8032406440575784960,GALAXY,1.3865535324544,30.4964743968698,0.525223,2.424667,2.187506,1.036419,0.4703331
1237680333251346643,8032404791308343296,GALAXY,1.44431152609366,30.4416037568852,0.1679186,1.755959,1.206184,0.6165981,0.4607887
1237680333251346785,8032406165697878016,GALAXY,1.42320504664445,30.3792609313072,0.2914751,2.117743,1.675722,0.5686569,0.3858891
1237680333251346829,8032405890819971072,GALAXY,1.52929540584034,30.436073576613,0.3659662,4.252693,1.760319,0.6143608,0.4424267
1237680333251347240,8032402317407180800,GALAXY,1.50371301663506,30.481176439586,0.5133914,0.4496822,1.557207,0.7931995,0.3543339
1237680333788087196,8032387474000205824,GALAXY,1.15279975315059,30.9662383596124,0.5274906,1.713156,1.839167,0.9671803,0.5237808
1237680333788087259,8032388573511833600,GALAXY,1.18217093968485,30.9165234627729,0.5625635,0.4568005,1.463018,1.131294,0.4517689
1237680333788217923,8032398469116483584,GALAXY,1.39016623339711,30.9140038157364,0.3991103,3.129219,1.754604,0.8049603,0.361763
1237680333788283307,8032408639599040512,GALAXY,1.68203237746997,30.9308066862748,0.2942371,2.027855,1.49802,0.6188622,0.3854542
1237680333788283971,8032408364721133568,GALAXY,1.70049221638897,30.8302923841527,0.6278834,2.258064,1.944,1.106052,0.6467953
1237680477119971764,8032398194238576640,GALAXY,1.39194905090864,31.4006381486038,0.09106705,2.079746,1.004622,0.4550152,0.3663197
1237680483026010575,8032383625709508608,GALAXY,0.964134701297439,30.2398775785925,0.5711079,0.9961281,1.580093,0.9582539,0.6208172
1237680483026010582,8032381426686253056,GALAXY,0.969118615639502,30.1740639897097,0.5614033,1.622013,1.431122,0.8511238,0.6609097
1237680483026010989,8032382526197880832,GALAXY,0.993511502379988,30.2235537343497,0.5705695,3.938936,1.913103,0.8974972,0.6102962
1237680483026207661,8032405066186250240,GALAXY,1.60006151294021,30.175694965435,0.6321139,2.299206,2.082804,1.041807,0.4902782
1237680309619524391,8031206873406658560,GALAXY,2.52465394396711,31.2635541754588,0.3227083,1.583492,1.732801,0.6865902,0.4149132
1237680309619589135,8031216219255494656,GALAXY,2.61238634028712,31.4247729796573,0.1417268,2.152218,1.137678,0.4858284,0.3803806
1237680309619589379,8031217043889215488,GALAXY,2.64789220411785,31.388169909617,0.1419982,1.973227,1.141598,0.5103569,0.4243011
1237680309619589964,8031215669499680768,GALAXY,2.71658131248023,31.4049783673259,0.3488252,1.38381,1.5418,0.6467056,0.4562206
1237680309619655121,8031228313883400192,GALAXY,2.8176346853449,31.2714700450983,0.2446088,2.206518,1.514574,0.5709839,0.3952084
1237680309619721086,8031238484365957120,GALAXY,3.09890904710687,31.4068735402456,0.5412719,2.545465,1.059868,0.8456192,0.266716
1237680309619721362,8031240133633398784,GALAXY,3.08428340874741,31.2282104294937,0.6252526,1.196882,1.641453,1.312447,0.4797955
1237680310156526421,8031225839982237696,GALAXY,2.8663791010992,31.7171357467515,0.4746015,1.587973,1.826475,0.9927807,0.3293972
1237680310156526610,8031226389738051584,GALAXY,2.93355084882432,31.7139444242955,0.4768563,2.151869,1.845888,0.8598728,0.4584541
1237680310156591798,8031226939493865472,GALAXY,3.02422741199592,31.649807742311,0.5712445,0.5288563,0.9896317,0.8084488,0.2457294
1237680310156592168,8031237384854329344,GALAXY,3.0798978386299,31.6697146804374,0.5602342,2.604156,2.466187,1.100506,0.3956242
