#Table1
u,g,r,i,z,class,z1,zerr
19.39283,17.44356,16.57054,16.17084,15.88993,GALAXY,0.08107264,1.486901E-05
18.05148,16.3604,15.62241,15.28671,15.10334,STAR,-0.0006347865,1.067229E-05
18.00393,16.8793,16.80212,16.81823,16.86799,STAR,0.0003022257,1.219608E-05
16.82647,15.65049,15.02913,14.68359,14.39369,GALAXY,0.03112007,6.934829E-06
19.1786,17.86555,17.22932,16.83963,16.59775,GALAXY,0.06749621,6.518923E-06
17.84245,16.55445,16.52456,16.57665,16.5908,STAR,0.0002102515,1.06299E-05
19.57678,18.39462,18.30298,18.31718,18.36322,STAR,-0.0002915616,3.012023E-05
17.77155,16.98622,17.24278,17.12314,17.07619,GALAXY,0.03434059,6.447023E-06
17.57969,16.17916,15.5744,15.31918,15.18933,STAR,-0.0001338662,9.918775E-06
18.96436,17.83894,17.39406,17.13212,16.96525,GALAXY,0.05656306,9.831703E-06
17.59004,16.3477,16.50068,16.62768,16.68999,STAR,-0.0009249555,4.923616E-06
19.04269,17.97516,17.49109,17.14877,17.01208,GALAXY,0.06282865,6.20937E-06
18.72401,17.10656,16.21314,15.75675,15.39408,GALAXY,0.105404,1.710725E-05
19.32926,19.0056,18.98989,18.98553,18.86944,QSO,0.7041759,0.0002416985
19.2118,18.26737,18.19016,18.17049,18.21241,STAR,-0.001047371,2.189738E-05
18.43207,17.19506,16.77515,16.87622,16.54911,STAR,-0.0002070134,1.089353E-05
18.84446,18.2403,18.11104,18.09678,18.75779,QSO,2.364341,-1
19.28493,17.72303,17.16449,16.99872,16.84977,STAR,-0.0001971201,8.017175E-06
18.43091,17.45304,17.1983,17.0658,17.0633,STAR,-0.0007226742,1.620367E-05
15.79474,14.25464,13.42061,12.98538,12.65578,GALAXY,0.02981878,1.032497E-05
18.97694,16.97845,15.96939,15.4558,15.049,GALAXY,0.06175597,1.894415E-05
17.259,16.3426,16.05559,15.9504,15.91215,STAR,0.0002023712,8.867135E-06
19.31704,17.70457,16.80689,16.35127,15.96172,GALAXY,0.09386116,1.533452E-05
18.42353,17.47839,17.10871,16.95187,16.89001,STAR,-0.0004514754,9.630071E-06
16.26014,15.17778,14.76768,14.59811,14.52218,STAR,9.687836E-05,1.036712E-05
17.70176,16.62753,16.22362,15.99398,15.79913,GALAXY,0.03252814,7.524447E-06
18.9938,18.00896,17.70929,17.47606,17.5089,GALAXY,0.05867757,7.177181E-06
17.17808,16.32219,15.72121,15.40472,14.95867,GALAXY,0.03031729,1.074515E-05
18.50061,17.64497,17.35397,17.24379,17.21101,STAR,-0.00143827,2.346111E-05
16.9889,15.63082,14.95024,14.54867,14.27257,GALAXY,0.04955181,1.083206E-05
18.0213,16.77356,16.57041,16.34365,16.13348,QSO,2.86367,-1
19.3373,18.35473,18.01725,17.88882,17.86826,STAR,-0.0001285053,1.881106E-05
19.18308,18.04213,17.47638,17.03445,16.85856,GALAXY,0.1559991,1.46287E-05
16.74907,15.16627,14.46824,14.58187,14.00275,STAR,-0.001499448,1.297066E-05
18.94786,17.378,16.68551,16.32054,16.0459,GALAXY,0.03519092,1.506597E-05
18.51774,17.32554,17.35878,17.43523,17.50905,STAR,-6.067172E-05,6.559774E-06
19.36665,17.6768,16.85812,16.36386,16.0338,GALAXY,0.04170759,1.83191E-05
19.4102,18.06739,17.47996,17.10968,16.93109,GALAXY,0.08702583,1.20708E-05
18.85241,17.8265,17.12216,16.61397,16.3577,GALAXY,0.1041755,7.241277E-06
19.53465,18.20668,17.72802,17.44042,17.29874,GALAXY,0.04513372,1.363843E-05
19.45825,19.35359,19.32032,19.05197,19.09674,QSO,1.872655,0.0004410869
18.24308,17.10249,16.56129,16.31804,16.18673,STAR,-0.0001399189,1.140985E-05
18.25264,16.28194,15.40585,14.97746,14.63428,GALAXY,0.04713542,8.722195E-06
17.46423,16.09907,15.49913,15.23803,15.10126,STAR,0.0001822646,1.026949E-05
18.82126,17.9381,17.61567,17.47937,17.45357,STAR,0.0003460298,2.00893E-05
18.73992,16.73166,15.80049,15.36624,15.04679,GALAXY,0.08045609,1.394322E-05
19.51355,19.20316,19.45578,19.71678,19.94081,STAR,-0.0002759885,0.0002768198
19.31696,19.13791,18.97095,19.05428,19.01008,QSO,1.036895,0.0004827262
18.82602,17.32108,16.68634,16.325,16.07297,GALAXY,0.06370077,1.366352E-05
18.53369,16.54566,15.5005,14.94826,14.48809,GALAXY,0.02937819,1.433235E-05
19.55875,17.59525,16.55399,16.07829,15.71709,GALAXY,0.1040074,1.932125E-05
16.33435,15.21664,15.13492,15.15132,15.17184,STAR,-0.0002902916,5.156831E-06
19.26877,18.21795,18.11988,18.10968,18.14899,STAR,-0.0006649556,1.376657E-05
18.95247,17.50817,17.00126,16.66413,16.51137,GALAXY,0.0634128,1.384328E-05
19.02926,17.23007,16.39793,16.01143,15.70524,GALAXY,0.03524819,2.081064E-05
19.57124,17.77632,16.65571,16.19195,15.78913,GALAXY,0.1263376,2.784263E-05
18.76236,16.61167,15.63882,15.26247,15.04722,STAR,-5.157052E-05,8.543991E-06
19.28254,17.76788,17.18084,17.00864,16.90631,STAR,-0.0001534815,9.392296E-06
18.56433,16.69968,16.17423,15.80026,15.62677,GALAXY,0.04824494,9.105848E-06
19.23519,17.75193,17.12534,16.7265,16.492,GALAXY,0.0942629,6.271257E-06
19.39088,18.04214,17.55389,17.30197,17.06034,GALAXY,0.04768948,9.851342E-06
18.58058,17.59375,17.17127,16.88962,16.72639,GALAXY,0.04899425,6.405403E-06
17.58702,16.23129,15.64877,15.40164,15.26778,STAR,0.000107756,1.099367E-05
18.91953,17.83411,17.44234,17.11167,16.96922,GALAXY,0.06684566,6.908466E-06
19.288,17.92111,17.25499,16.80877,16.51852,GALAXY,0.06093874,7.6708E-06
18.79798,17.43201,16.89351,16.67088,16.5531,STAR,9.167309E-05,1.03059E-05
18.80812,17.57305,17.08152,16.89108,16.79837,STAR,0.000179226,9.20897E-06
19.55466,18.47692,17.94916,17.70117,17.60424,STAR,0.0001989824,1.531528E-05
18.74026,16.48512,15.37704,14.8146,14.37346,GALAXY,0.06065342,1.575129E-05
18.21335,17.29992,17.02743,16.93824,16.90851,STAR,-4.57712E-05,1.583922E-05
18.90807,17.12464,16.17919,15.65542,15.2595,GALAXY,0.0654953,2.885068E-05
18.81161,17.53998,16.96339,16.73063,16.59522,STAR,-0.000260663,1.009145E-05
19.1716,18.11279,17.74188,17.59882,17.51222,STAR,0.0001865562,1.577533E-05
16.86326,15.80975,15.74206,15.74209,15.80114,STAR,-0.0006650541,6.68951E-06
18.74314,17.34755,16.69267,16.32158,16.02845,GALAXY,0.07052581,1.350228E-05
16.53786,15.00623,14.36565,14.1083,13.96411,STAR,-6.007267E-05,8.095623E-06
18.94466,16.38636,15.22847,14.84083,14.684,STAR,-2.310304E-05,7.950001E-06
19.56484,18.30657,17.64862,17.21843,17.02736,GALAXY,0.1275199,1.27744E-05
19.13617,18.17473,17.87323,17.75028,17.74497,STAR,-0.001089295,1.176222E-05
18.43793,17.23404,16.75818,16.56028,16.48326,STAR,3.114203E-07,8.516245E-06
18.57337,17.17325,16.60174,16.39592,16.2538,STAR,-0.0004834546,8.081043E-06
18.95667,17.95135,17.57592,17.47655,17.4578,STAR,1.860085E-05,1.764577E-05
16.72989,15.63844,15.34274,15.23796,15.21978,STAR,0.0001079306,1.064199E-05
18.58183,16.95154,16.09039,15.62822,15.27664,GALAXY,0.04443138,1.412936E-05
18.48258,16.64349,15.77558,15.37453,15.06857,GALAXY,0.04944032,1.807729E-05
18.45862,17.28991,16.6592,16.26112,16.03748,GALAXY,0.06189071,8.382015E-06
19.18224,18.74632,18.69244,18.6037,18.34086,QSO,0.7399988,0.0001153234
17.70832,16.60293,16.21125,16.0497,15.98337,STAR,-0.0001721145,1.058252E-05
19.59032,17.55229,16.43167,15.95312,15.55572,GALAXY,0.1301788,2.087185E-05
16.08545,15.58556,15.5387,15.54542,15.6018,STAR,-0.0003629151,8.38798E-06
18.25114,16.83991,16.24864,15.93053,15.68066,GALAXY,0.04498221,1.288409E-05
17.47706,16.14291,15.63696,15.42716,15.36712,STAR,0.0001056662,8.986465E-06
19.23493,18.15063,17.7355,17.55526,17.47052,STAR,-0.0001571219,2.121532E-05
18.53852,16.24171,15.29076,14.89477,14.65084,STAR,7.415037E-05,6.848247E-06
18.43568,16.81429,16.0268,15.60697,15.39162,STAR,-0.0004317658,9.989291E-06
17.24313,15.78146,15.08938,14.77941,14.59046,STAR,-0.0007717531,9.736777E-06
18.99653,17.28077,16.63761,16.38064,16.29121,STAR,-0.0003186969,8.371048E-06
18.56683,17.56013,17.17635,16.92124,16.83307,STAR,-0.0005703701,1.239967E-05
17.17287,15.84231,15.7401,15.72696,15.70975,STAR,-0.000498133,9.256063E-06
18.47626,17.47301,17.07823,16.90898,16.84778,STAR,-0.0004077333,1.280684E-05
19.08502,18.80731,18.94399,18.97714,18.90286,STAR,-0.0005794481,1.032607E-05
17.07965,17.30887,17.61065,17.81075,17.95122,STAR,-0.0001423866,2.328426E-05
16.49053,14.68772,14.45371,16.9306,13.09662,STAR,-0.0001610601,9.870242E-06
19.59093,17.61146,16.62073,16.21279,15.94204,STAR,-4.892264E-05,8.971682E-06
18.81789,16.78296,15.6448,15.12899,14.76151,STAR,-7.79836E-05,1.141061E-05
18.23882,16.25533,15.82383,14.66434,14.3294,STAR,0.0004238189,7.490455E-06
18.63965,16.46395,15.33625,14.83405,14.49874,STAR,-0.0002959832,7.379863E-06
19.03327,16.74835,15.59927,15.13377,14.82306,STAR,8.385077E-05,7.086589E-06
18.97664,16.25803,14.91239,14.32461,13.93581,STAR,-7.624191E-05,7.596814E-06
19.25515,17.54647,16.68155,16.31839,16.10132,STAR,-0.0001495651,1.151374E-05
18.82519,17.12698,16.29464,15.97386,15.76142,STAR,-8.628258E-05,1.014732E-05
18.93257,16.19882,14.90415,14.32847,13.93763,STAR,-0.0001969431,7.63621E-06
18.86679,17.70423,17.18402,16.93137,16.81444,STAR,-4.444985E-05,1.744284E-05
14.2216,14.45307,14.85758,15.09468,15.29504,STAR,2.62365E-05,1.26434E-05
17.82786,16.86433,16.56955,16.46085,16.41971,STAR,-5.765611E-05,1.49883E-05
17.41075,16.46367,16.14684,16.02125,15.98058,STAR,-0.001025272,1.324995E-05
19.57101,17.94255,16.91265,16.47159,16.0629,GALAXY,0.08782733,4.22461E-05
17.64895,16.23798,15.61491,15.31737,15.15786,STAR,-0.0004533364,1.04813E-05
19.3188,18.14705,18.0102,18.00457,18.07034,STAR,-0.0002956516,1.538863E-05
18.66103,17.60023,17.09063,16.86661,16.75438,STAR,0.0001401993,1.826365E-05
17.79492,16.81157,16.49467,16.38571,16.34108,STAR,-1.487433E-05,1.026585E-05
19.46411,19.24191,19.19376,19.01704,19.03733,QSO,1.65905,0.0004460479
17.1034,16.02861,15.57113,15.32709,15.23201,STAR,0.0004787164,9.079393E-06
17.27921,15.99935,16.12802,16.21655,16.25753,STAR,-0.001043017,5.283674E-06
19.29259,18.04474,17.53789,17.30112,17.1083,STAR,-0.0003688843,2.117579E-05
18.16186,17.24756,16.98643,16.85758,16.83363,STAR,-0.0005834448,1.630253E-05
19.46226,18.30755,17.88348,17.71548,17.68937,STAR,2.631937E-05,1.057134E-05
19.22138,16.9037,15.76547,15.24902,14.92183,STAR,-0.001153564,9.015334E-06
18.55439,16.61687,15.80181,15.53675,15.37007,STAR,-0.0001299425,8.77908E-06
18.86814,17.14621,16.21984,15.7724,15.48111,STAR,-0.0001054406,9.964187E-06
16.03261,14.70257,14.33005,14.24908,14.16686,STAR,-0.0001460044,9.279888E-06
18.30338,17.24121,17.05564,16.98699,16.97553,STAR,-0.0004184176,1.086971E-05
18.26366,16.51457,15.7874,15.52922,15.3972,STAR,-3.577818E-05,9.988926E-06
18.589,17.09875,16.49262,16.25396,16.13668,STAR,7.407344E-05,9.44471E-06
17.40461,16.9799,16.86735,16.81342,16.81828,STAR,-1.608545E-05,1.621229E-05
19.16837,17.73909,17.12261,16.86223,16.75877,STAR,-0.0001625767,9.255736E-06
19.35775,18.05396,17.29834,16.84076,16.56821,GALAXY,0.05779606,1.566909E-05
18.11688,16.99266,16.67915,16.5623,16.53679,STAR,-0.0001832361,1.065018E-05
18.49498,16.91074,16.25529,16.00348,15.83722,STAR,-0.0002416407,1.016063E-05
19.29198,17.34817,16.67011,16.45452,16.36364,STAR,3.238669E-05,6.917227E-06
16.97956,15.77064,15.39249,15.2596,15.21359,STAR,0.000188433,7.96748E-06
18.55694,17.00717,16.37261,16.12966,15.98731,STAR,4.667242E-05,1.12406E-05
16.59064,16.85432,17.28202,17.57154,17.86704,STAR,-7.02637E-05,2.102753E-05
18.41706,16.99231,16.91276,16.87965,16.87236,STAR,-0.0004413088,1.131636E-05
17.56125,16.52729,16.19904,16.01599,15.96621,STAR,-0.000869302,1.235425E-05
17.83243,16.59053,16.37247,16.31034,16.3018,STAR,2.324737E-05,9.237183E-06
17.01502,15.58081,15.02061,14.81303,14.72132,STAR,-0.0001881246,9.623635E-06
18.55453,16.68065,15.84092,15.38711,15.05668,GALAXY,0.08516158,1.227251E-05
18.46008,17.33953,16.7563,16.37853,16.12508,GALAXY,0.05667935,8.007522E-06
18.45455,16.94073,16.1629,15.74588,15.41726,GALAXY,0.04977439,8.466073E-06
17.99487,16.51094,15.90117,15.65738,15.54976,STAR,-0.0001288374,8.729093E-06
19.5961,17.60313,16.59293,16.11063,15.74851,GALAXY,0.07755157,2.418712E-05
19.38131,18.14012,17.69559,17.39191,17.29433,GALAXY,0.08831904,6.360004E-06
19.34737,18.18453,17.7181,17.52842,17.37867,STAR,-0.0002420424,1.459185E-05
16.54946,15.47691,15.68502,15.85217,15.96,STAR,-0.0006158588,4.072288E-06
19.55098,18.10776,17.26874,16.82792,16.51227,GALAXY,0,0
17.91546,16.12671,15.29919,14.92757,14.81919,STAR,0.0001159726,8.724302E-06
19.1659,17.71676,17.13951,16.81476,16.52226,GALAXY,0.04947551,1.058594E-05
19.22131,17.55347,16.67519,16.23424,15.92114,GALAXY,0.06347249,1.031483E-05
17.4666,16.34484,16.19973,16.18934,16.19557,STAR,-3.641186E-06,6.042124E-06
17.8777,16.60397,16.01076,15.74439,15.59673,STAR,-0.0006183791,1.213406E-05
17.29017,15.98047,15.45547,15.26368,15.17216,STAR,6.762361E-05,1.044841E-05
16.30167,16.33165,16.67245,16.926,17.1771,STAR,4.209842E-05,1.162638E-05
18.97038,17.59866,17.06215,16.72424,16.52267,GALAXY,0.06227038,7.118524E-06
18.78585,17.39725,16.71192,16.3482,16.08904,GALAXY,0.0571754,1.786115E-05
19.10145,17.57107,16.94027,16.70157,16.5895,STAR,-0.0001522373,9.369699E-06
19.3984,18.10135,17.65295,17.36724,17.28339,GALAXY,0.0491552,9.165386E-06
16.705,15.35437,15.2789,15.30041,15.33345,STAR,-0.0001732388,4.350437E-06
18.17595,16.6328,15.89011,15.54942,15.34695,STAR,-0.000445026,8.30616E-06
19.15446,17.97947,17.35963,17.06679,16.87957,STAR,-5.202717E-06,6.544001E-05
19.21583,17.86294,17.97818,18.07811,18.14703,STAR,-0.000784418,1.23503E-05
19.00904,18.4407,18.38151,18.31738,18.05974,QSO,2.308053,0.0001529951
15.8592,14.58294,14.30552,14.21943,14.20177,STAR,-5.520338E-05,6.587557E-06
19.53309,18.10065,17.35092,16.94015,16.65388,GALAXY,0.05032689,1.405244E-05
19.46418,18.18091,17.38156,16.92801,16.5897,GALAXY,0.131195,9.14851E-06
19.31909,18.32536,17.93109,17.76767,17.63887,STAR,-0.001632294,3.314889E-05
18.76726,17.24597,16.57283,16.21573,15.97218,GALAXY,0.05497247,2.209704E-05
17.77116,17.46936,17.80077,18.0417,18.28154,STAR,-0.0005194077,1.152728E-05
18.58111,17.50411,17.08094,16.87366,16.74142,STAR,-0.001131351,1.45734E-05
19.53904,18.18908,17.66163,17.42693,17.31195,STAR,6.335031E-06,1.839394E-05
18.66779,17.17512,16.45303,16.04467,15.72397,GALAXY,0.0497927,8.255443E-06
19.30087,18.5209,18.39183,18.2431,18.04169,QSO,2.65688,0.0002727908
17.41262,16.21132,16.09237,16.07742,16.11835,STAR,-0.0003751049,7.492682E-06
18.97827,17.59242,16.97794,16.60596,16.32974,GALAXY,0.07997099,1.100688E-05
19.23865,19.0985,18.7928,18.79332,18.91843,QSO,1.097415,0.0004989802
18.90707,18.5576,18.85382,19.05664,19.38839,STAR,1.618997E-05,2.89541E-05
18.30547,16.35055,15.31855,14.80176,14.40375,GALAXY,0.0499242,1.974996E-05
19.56294,18.336,17.6276,17.22362,16.94459,GALAXY,0.1313469,1.150226E-05
19.462,17.73504,16.97399,16.60953,16.36428,GALAXY,0.1425404,1.284146E-05
17.03902,15.61838,15.11898,14.95078,14.89919,STAR,-0.0001719288,9.39743E-06
18.04885,16.02815,15.14369,14.75804,14.53395,STAR,-0.0005356228,9.26246E-06
18.47363,17.31592,16.81347,16.4527,16.23914,GALAXY,0.04745057,6.616052E-06
17.22834,16.14048,15.72938,15.53492,15.4361,STAR,-0.000470387,1.026926E-05
19.43771,18.03478,16.99583,16.47342,16.16283,GALAXY,0.1514917,1.12788E-05
19.43842,19.41204,19.4263,19.24289,19.23304,QSO,1.910561,0.0004726073
19.18232,18.17724,17.84362,17.70513,17.64655,STAR,-0.0005774453,2.188113E-05
18.76675,17.58492,17.28944,16.96858,16.94342,STAR,-5.361741E-05,8.008359E-06
17.31486,16.40062,16.01533,15.85661,15.78148,STAR,0.0001234218,1.035375E-05
19.5175,18.58718,18.25616,18.12038,18.07861,STAR,-0.0007886674,1.84402E-05
17.3711,16.25735,15.98039,15.86776,15.88024,STAR,-0.0001245942,1.061091E-05
18.61536,17.21702,16.60165,16.36892,16.25643,STAR,-9.026573E-05,8.969204E-06
19.02624,17.85882,17.3364,17.07345,16.95303,STAR,-0.0008931829,1.988843E-05
17.45288,16.48902,16.17662,16.04233,15.99012,STAR,-0.001191591,1.411169E-05
18.52117,17.52197,17.10739,16.8194,16.6138,GALAXY,0.05073202,7.687378E-06
19.45383,18.93469,18.69518,18.60053,18.6734,GALAXY,0.1623669,7.289363E-06
17.91489,16.80007,16.39675,16.17745,15.98579,GALAXY,0.02602868,8.537252E-06
18.76032,17.42092,16.76204,16.38623,16.12909,GALAXY,0.114028,1.120044E-05
17.93321,17.07932,16.77537,16.64556,16.61581,STAR,-0.0006968948,1.476091E-05
19.57662,18.4348,17.79423,17.38372,17.20805,GALAXY,0.1713369,8.501668E-06
18.89983,17.45141,16.81735,16.60699,16.46253,STAR,-3.652389E-05,7.288537E-06
19.59571,19.50441,19.44198,19.28678,19.14237,QSO,1.931794,0.0005611197
18.24924,16.62493,15.75753,15.30252,14.9742,GALAXY,0.08472598,1.906398E-05
18.60659,17.06438,16.29622,15.90252,15.61488,GALAXY,0.04954849,1.327042E-05
19.06195,17.96062,17.31204,17.02772,17.0809,STAR,-0.0004389586,1.021959E-05
18.49537,16.73021,16.02265,15.6226,15.32934,GALAXY,0.0582052,1.316193E-05
19.15916,17.21304,16.26692,15.81096,15.45809,GALAXY,0.05049584,1.546055E-05
19.44997,17.9522,17.21358,16.81824,16.48238,GALAXY,0.09990377,1.636575E-05
19.40046,17.90359,17.21947,16.81812,16.57827,GALAXY,0.04937901,9.011768E-06
18.73237,17.64589,17.09966,16.69734,16.52438,GALAXY,0.06370528,6.425515E-06
18.30776,17.06304,16.66479,16.50958,16.43254,STAR,0.0001987418,8.299494E-06
18.00978,18.04935,18.45288,18.7495,19.04473,STAR,0.0002475497,2.960695E-05
17.77653,16.65057,16.40435,16.33461,16.32349,STAR,-8.085956E-05,9.621473E-06
18.43507,17.26725,16.77335,16.59951,16.50492,STAR,-0.0004351568,8.915734E-06
18.64725,16.90182,16.12579,15.80061,15.6194,STAR,-0.000451262,7.892249E-06
18.33148,16.73714,15.94596,15.54617,15.22106,GALAXY,0.04834512,1.614759E-05
19.46588,18.14315,17.40173,16.92698,16.61082,GALAXY,0.05573868,1.40848E-05
18.26947,16.9963,16.52482,16.3576,16.27712,STAR,-0.0002621602,9.208553E-06
18.99802,17.29239,16.38521,15.95562,15.63201,GALAXY,0.1192792,3.030142E-05
18.75467,16.51664,15.37494,14.84793,14.44471,GALAXY,0.09420185,1.77267E-05
19.55554,18.29176,17.59111,17.20954,16.94179,GALAXY,0.09305094,1.368798E-05
18.73816,17.17761,16.61424,16.4166,16.3288,STAR,-0.000230098,8.498833E-06
19.47176,19.19036,19.00288,18.71146,18.7425,QSO,1.642929,0.0003033832
19.57562,18.38184,17.87103,17.52111,17.33901,GALAXY,0.05880829,8.068211E-06
18.31456,16.83402,16.04699,15.63616,15.33502,GALAXY,0.08218353,1.420171E-05
18.8399,16.96693,16.08136,15.65991,15.32432,GALAXY,0.05826612,1.663931E-05
18.94343,17.99412,17.72001,17.5969,17.58359,STAR,-0.0002825318,1.687505E-05
18.37133,16.96428,16.32051,16.04349,15.89558,STAR,-0.000466529,8.09969E-06
18.66882,16.72666,15.98673,15.74294,15.63459,STAR,-0.000249431,6.113049E-06
18.99995,17.87894,17.41027,17.11567,16.95613,GALAXY,0.03360999,5.612359E-06
18.23075,18.00309,17.76361,17.56639,17.57515,GALAXY,0,0
19.55276,18.22412,17.48627,17.05369,16.73448,GALAXY,0.1335996,9.063327E-06
19.15287,17.49986,16.67616,16.24568,15.93223,GALAXY,0.04990968,1.233287E-05
18.59697,16.57777,15.67488,15.27099,14.99211,GALAXY,0.06334096,1.477526E-05
19.44636,18.19751,17.84871,17.63944,17.58163,GALAXY,0.03651309,9.164963E-06
19.36358,17.58652,16.74705,16.32837,16.01326,GALAXY,0.0527993,1.856703E-05
18.49351,16.19311,15.23297,14.82717,14.59788,STAR,-0.0002874454,8.165702E-06
19.54507,18.32963,17.69385,17.3252,17.03985,GALAXY,0.1381911,9.83421E-06
19.35103,17.39392,16.42068,15.96875,15.62648,GALAXY,0.08851478,1.973754E-05
16.60887,15.57557,15.3574,15.30691,15.31556,STAR,-9.484265E-05,8.857793E-06
18.76341,17.11605,16.61655,16.39966,16.28634,GALAXY,0.01579865,3.098832E-05
19.04437,18.89269,18.66738,18.66266,18.73195,QSO,1.312199,0.0003143018
19.57886,17.98771,17.15767,16.69062,16.38624,GALAXY,0.1314728,1.122758E-05
19.36527,17.74565,16.8115,16.33108,15.9429,GALAXY,0.09277324,2.733434E-05
19.12253,17.57884,16.72593,16.63496,16.45705,STAR,-0.0001388384,8.655406E-06
18.85793,17.87733,17.68735,17.64617,17.65873,STAR,-0.0002961968,2.552979E-05
18.86682,19.08549,19.50804,19.87625,20.15144,STAR,-0.0001777629,0.0001022963
17.87562,16.25455,15.65625,15.43233,15.3626,STAR,-7.390027E-05,7.389729E-06
15.61899,14.27158,14.27142,14.35111,14.41837,STAR,7.088353E-05,4.500972E-06
19.13254,19.06539,18.97734,19.1863,19.31966,STAR,3.012654E-05,3.827786E-05
19.25678,17.80556,17.05421,16.68225,16.38725,GALAXY,0.07193848,1.760312E-05
18.81678,17.37749,16.43551,15.99748,15.6877,GALAXY,0.1416038,3.395964E-05
19.11357,18.14798,17.78774,17.49757,17.40522,GALAXY,0.06397026,5.359368E-06
19.0397,17.92971,17.45112,17.10558,16.95983,GALAXY,0.06949467,7.41388E-06
19.59765,17.73461,16.94247,16.5282,16.26362,GALAXY,0.08122291,2.574749E-05
19.59527,18.46721,18.05417,17.93801,17.85091,STAR,-0.000428624,1.138733E-05
17.85038,16.66485,16.12895,15.904,15.78751,STAR,-0.0002833382,1.028578E-05
17.79007,16.68301,16.26711,16.04224,15.89225,GALAXY,0.04735218,8.944049E-06
16.61412,15.40264,15.29611,15.28185,15.32355,STAR,-0.0003761647,7.076611E-06
18.88857,17.92148,17.49338,17.3295,17.28211,STAR,-0.0003471121,1.883771E-05
18.89338,17.70123,17.15905,16.92531,16.81479,STAR,-0.000653385,9.85639E-06
19.40104,17.96487,17.25877,16.87602,16.631,GALAXY,0.1065709,1.669633E-05
18.44108,17.00965,16.48535,16.27756,16.18861,STAR,-8.343103E-05,7.847031E-06
19.13915,17.5711,16.82182,16.72097,16.47266,STAR,-0.000217961,1.117268E-05
18.41476,17.42504,17.11126,16.77542,16.75194,GALAXY,0.06717131,6.623045E-06
16.87622,15.76772,15.55206,15.49824,15.51304,STAR,-5.058473E-06,8.821306E-06
18.86286,16.69946,15.68978,15.22769,14.87766,GALAXY,0.09332096,2.366131E-05
18.07713,16.75957,16.1956,15.94032,15.81438,STAR,1.348267E-05,1.024359E-05
18.7363,16.98594,16.26405,15.95022,15.77375,STAR,-0.0005067499,8.66264E-06
17.42186,16.40859,16.16368,16.0963,16.11105,STAR,-0.0001621716,1.223049E-05
18.40578,16.8437,16.18497,15.8354,15.69572,GALAXY,0.05078093,2.641588E-05
19.37433,19.04699,15.19741,17.80028,17.81084,GALAXY,0.7424367,0.0002995803
19.56997,17.44946,16.36201,15.82359,15.4506,GALAXY,0.1169517,1.916028E-05
17.5825,16.59574,16.29045,16.15839,16.12617,STAR,-0.0009197676,1.43668E-05
19.58444,17.62997,16.61464,16.13088,15.74245,GALAXY,0.09303132,1.192583E-05
18.23875,16.94017,16.38771,16.0232,15.82474,GALAXY,0.0624161,7.662604E-06
19.25597,17.27186,16.38796,15.96442,15.62503,GALAXY,0.04892171,1.006023E-05
16.96393,15.6985,15.38728,15.06077,15.00366,STAR,-0.0002261685,8.573848E-06
18.49964,16.22331,15.13725,14.8268,14.29793,GALAXY,0.08956645,1.540727E-05
18.86161,18.55851,18.9188,19.13857,19.38189,STAR,-0.0002041209,1.370889E-05
18.71815,16.8006,15.87295,15.43059,15.08691,GALAXY,0.05731838,1.547312E-05
18.95621,17.06248,16.1792,15.76496,15.42046,GALAXY,0.04923833,1.354378E-05
19.50338,18.25874,17.50899,17.09355,16.85955,GALAXY,0.1545586,1.019354E-05
19.56152,19.28037,19.26331,19.13224,19.16371,QSO,0.5985574,0.0001213982
18.86876,17.02046,16.08684,15.61645,15.27741,GALAXY,0.09112217,2.429827E-05
19.19557,18.61572,18.4181,18.3705,18.4782,STAR,0.000109278,0.000146306
16.5872,15.19944,14.64354,17.35239,14.33179,STAR,4.237863E-05,8.130696E-06
18.94656,17.93117,17.62119,17.49422,17.47846,STAR,0.0002733449,1.39001E-05
18.36225,17.05275,16.56915,16.37815,16.33203,STAR,-0.0002194389,7.951551E-06
18.54673,17.36903,16.88537,16.67968,16.70396,STAR,-0.0002994795,1.15555E-05
19.39046,17.48857,16.6228,16.19994,15.85438,GALAXY,0.04852107,1.325813E-05
19.2468,17.73773,17.02645,16.7291,16.53365,STAR,-1.942806E-05,9.210169E-06
19.10553,18.83854,18.42337,18.28758,17.87275,QSO,0.269722,3.489135E-05
18.65115,17.21583,16.61114,16.37256,16.22572,STAR,-3.325894E-05,7.759888E-06
19.53739,18.32151,17.83161,17.47994,17.26453,GALAXY,0.09961324,7.512176E-06
18.76193,17.12471,16.27046,15.85637,15.50218,GALAXY,0.081692,2.607329E-05
18.69975,17.08641,16.50463,16.29786,16.19885,STAR,4.510352E-05,8.104869E-06
18.12318,16.61114,15.99621,15.76227,15.63986,STAR,0.0003115189,8.916476E-06
19.29617,18.4318,18.06286,17.935,17.87292,STAR,-0.0003209722,1.286469E-05
17.81076,16.23235,15.65844,15.4706,15.38256,STAR,-0.0001661937,8.590763E-06
19.38377,18.2139,18.29564,18.37586,18.46786,STAR,-0.000478191,1.037042E-05
18.8712,17.57573,17.63111,17.71081,17.78449,STAR,-0.0002869692,6.224674E-06
19.35086,17.23213,16.23088,15.78412,15.44019,GALAXY,0.09098303,1.545137E-05
17.18734,15.90513,15.45761,15.28654,15.2219,STAR,-2.394159E-05,8.019931E-06
