#Table1
u,g,r,i,z,class,z1,zerr
16.14814,14.8565,14.84955,14.88966,14.90833,STAR,-0.0006311932,5.453605E-06
18.6431,16.75977,15.81803,15.30085,14.87886,GALAXY,0.05291414,1.234938E-05
17.1977,16.01648,15.52396,15.29278,15.18702,STAR,-0.0007290301,7.951801E-06
18.91834,17.79383,17.25446,16.84459,16.64589,GALAXY,0.1166644,6.742857E-06
18.87294,17.3143,16.49821,16.03441,15.67867,GALAXY,0.06884462,2.14069E-05
12.73239,11.37239,10.81502,10.71437,13.34027,STAR,-0.0001700868,7.697614E-06
19.43909,18.32506,17.80012,17.45041,17.294,GALAXY,0.1241626,7.729691E-06
19.18978,17.48268,16.60305,16.12292,15.75428,GALAXY,0.05084882,1.180187E-05
19.25426,18.26537,17.94884,17.84069,17.80192,STAR,-0.0005056366,1.173586E-05
18.41846,16.95146,16.38154,16.16638,16.08983,STAR,-0.0001440307,8.028362E-06
19.24985,18.16395,17.75936,17.46203,17.36939,GALAXY,0.07748166,7.868862E-06
16.01138,15.39287,14.72389,14.22755,13.42422,GALAXY,0.3020439,6.584563E-05
18.76764,17.50884,16.98166,16.61927,16.42829,GALAXY,0.06901019,6.220299E-06
18.37523,17.20059,16.66331,16.30702,16.07212,GALAXY,0.05156221,5.398432E-06
19.05733,17.25958,16.53153,16.22487,16.0584,STAR,-0.0005073675,8.265116E-06
19.17637,17.98099,17.77407,17.67802,17.65269,STAR,-0.0003045916,2.399686E-05
17.49446,16.82526,16.78167,16.71272,16.57269,QSO,2.320948,0.0001161659
18.66159,18.13788,17.74036,17.53172,17.38964,STAR,-0.0001413653,1.517906E-05
18.97895,17.68364,17.06742,16.68457,16.39552,GALAXY,0.05044476,6.879383E-06
19.56725,18.16735,17.32551,16.88337,16.59126,GALAXY,0.1668254,1.319358E-05
18.12344,16.6485,15.98695,15.61089,15.42359,GALAXY,0.06751508,1.627819E-05
18.60184,17.46003,17.00388,16.72374,16.6204,GALAXY,0.03856214,8.243649E-06
19.39426,18.06669,17.45258,17.05214,16.81359,GALAXY,0.08301905,1.403129E-05
15.1262,14.9747,14.51352,12.54804,13.16648,STAR,-8.557265E-05,1.164076E-05
19.22595,17.81533,16.84995,16.35666,15.99884,GALAXY,0.1830027,1.51521E-05
18.73787,17.81207,17.54271,17.29978,17.04755,GALAXY,0.04352754,6.726523E-06
19.59555,19.23094,18.78322,18.64141,18.44132,QSO,2.03521,0.0002841544
17.99219,17.08225,16.80276,16.70947,16.69639,STAR,7.575835E-05,1.731944E-05
17.88861,16.93973,16.65086,16.53031,16.49298,STAR,-0.0005096578,7.123912E-06
17.92785,17.26369,16.89639,16.64285,16.42956,GALAXY,0.04299966,8.627144E-06
19.23267,19.21866,19.24653,18.8961,18.76154,QSO,1.919474,0.0003165768
18.71695,16.81341,15.88541,15.43335,15.09152,GALAXY,0.06696471,1.41721E-05
19.04662,16.97728,15.8458,15.3714,15.01742,GALAXY,0.133817,2.362197E-05
18.37385,17.16006,17.33319,17.47586,17.57892,STAR,-0.0002793835,7.094517E-06
19.33262,17.93025,17.2175,16.81403,16.51698,GALAXY,0.08519118,1.497423E-05
19.12287,17.41985,16.69769,16.2921,15.95232,GALAXY,0.04567645,1.390229E-05
18.77376,16.94108,16.01722,15.55887,15.1817,GALAXY,0.04879843,1.361341E-05
17.99265,16.04235,15.15087,14.72894,14.35404,GALAXY,0.0489843,2.045857E-05
18.17188,16.30913,15.42557,14.99852,14.68477,GALAXY,0.07196998,9.754751E-06
17.60143,16.08751,15.44889,15.80981,15.05891,STAR,-0.0001472876,1.029463E-05
19.09535,17.79432,17.19676,16.86448,16.64557,GALAXY,0.04074731,2.513597E-05
17.74355,16.56975,16.73889,16.90062,17.02178,STAR,-0.0002972784,4.263634E-06
19.25716,18.25792,17.90892,17.77633,17.75401,STAR,-8.451241E-05,2.087611E-05
19.0694,18.11597,17.86774,17.78026,17.74762,STAR,-0.001042154,2.867101E-05
18.68934,17.46502,16.94507,16.62604,16.38624,GALAXY,0.04998194,9.645341E-06
18.27364,17.37896,17.09969,17.00145,16.98127,STAR,-0.0003952058,1.041709E-05
19.01266,17.78641,17.14613,16.80759,16.54756,GALAXY,0.03345632,1.610033E-05
16.48417,15.3087,15.01175,14.91349,14.91972,STAR,-0.0002279846,8.245588E-06
19.33022,18.02436,17.49396,17.06341,16.91164,GALAXY,0.08958764,6.421591E-06
18.11677,16.92869,16.77365,16.77445,16.75358,STAR,-0.0001379735,1.165228E-05
18.85045,17.59316,16.98813,16.61017,16.36175,GALAXY,0.1114931,9.523793E-06
18.91395,17.28471,16.43909,15.96997,15.62766,GALAXY,0.09421276,1.063016E-05
19.55554,18.45843,17.83825,17.46016,17.2971,GALAXY,0.1429767,1.184008E-05
19.09305,17.95797,17.88265,17.8652,17.89955,STAR,7.63248E-05,1.687276E-05
18.62679,17.27651,16.65289,16.22457,15.9923,GALAXY,0.08450999,6.413466E-06
14.53469,10.68932,9.722519,9.45209,13.7765,STAR,-8.264169E-05,1.309859E-05
18.65396,17.70687,17.38524,17.25139,17.19967,STAR,-0.0003333126,1.059099E-05
17.0743,15.63944,14.96929,14.62659,14.42637,GALAXY,0.03142529,2.765869E-05
18.55927,17.50528,17.24738,17.05913,16.97539,GALAXY,0.01075417,6.151153E-06
19.34195,18.41222,18.05993,17.93664,17.74504,STAR,-0.0006257138,1.381471E-05
17.72352,16.51861,16.63395,16.77664,16.86722,STAR,0.0007524344,6.643408E-06
18.67818,17.77738,17.54365,17.45125,17.41569,STAR,-0.000712644,9.824527E-06
18.0507,16.79307,16.30295,16.01473,15.84268,GALAXY,0.0316448,3.498979E-05
17.73699,15.75628,14.82942,14.34601,14.0132,GALAXY,0.02808326,8.87699E-06
16.24153,15.10504,15.35806,15.4578,15.53926,STAR,-0.000559193,5.001772E-06
18.24147,17.12132,16.6941,16.47334,16.42581,STAR,-5.807915E-05,9.37921E-06
19.23606,18.03224,17.60907,17.29661,17.24716,GALAXY,0.05941027,7.99577E-06
19.11907,17.49717,16.79197,16.52303,16.36445,STAR,-0.0004474451,7.694663E-06
18.73783,17.49444,16.92305,16.73626,16.32615,GALAXY,0.040812,7.528294E-06
19.4543,18.02779,17.3323,16.93572,16.65325,GALAXY,0.06057158,1.149606E-05
19.49464,18.52649,18.21844,18.10778,18.09612,STAR,-0.000176542,2.23343E-05
19.23262,17.88164,17.36358,17.14822,17.06876,STAR,-0.0003061688,8.522898E-06
19.32024,17.9056,17.46592,17.31024,17.21324,STAR,-8.344251E-05,1.018086E-05
19.20029,17.5061,16.56401,16.10758,15.73549,GALAXY,0.1093538,2.685847E-05
19.08426,19.14432,18.73914,18.70114,18.85819,QSO,1.178244,0.0002144647
16.17725,14.40619,13.58484,13.1617,12.8162,GALAXY,0.03086119,8.701968E-06
18.77592,16.84575,15.94241,15.49331,15.13197,GALAXY,0.07266847,2.592015E-05
19.11519,17.12553,16.13341,15.69273,15.3447,GALAXY,0.09600546,1.834629E-05
18.03522,16.29972,15.68225,15.47128,15.37928,STAR,-0.0001154005,7.73386E-06
17.92535,17.05174,16.73974,16.62176,16.58644,STAR,-0.0004215204,8.683637E-06
18.09482,16.60317,16.02757,15.78342,15.66516,STAR,-0.0002976657,8.402102E-06
18.98812,18.22339,17.77952,17.57518,17.49817,GALAXY,0.2224724,7.048261E-06
19.53708,19.24186,19.22681,19.08718,19.05726,QSO,0.630977,0.0001652404
18.96272,18.01832,17.59019,17.23063,17.13737,GALAXY,0.1006092,6.205776E-06
18.93455,17.4307,16.58396,16.14064,15.83209,GALAXY,0.115457,3.536938E-05
18.82876,17.87147,17.54719,17.42062,17.36888,STAR,0.0001284437,1.004947E-05
19.18831,18.80549,18.31504,17.94358,17.83105,QSO,0.1761891,2.90111E-05
19.07888,17.95124,17.49637,17.31067,17.24278,STAR,-0.0003897259,9.904882E-06
19.34382,18.02287,17.45966,17.54366,17.22871,STAR,-0.0001357925,1.244823E-05
19.12197,18.86585,18.84258,18.96494,18.87621,QSO,0.7813594,0.0002532471
19.30613,18.20199,17.50522,17.08717,16.83709,GALAXY,0.1489568,1.23639E-05
17.54478,15.94276,15.18909,14.78807,14.50173,GALAXY,0.0693548,1.067476E-05
19.23488,17.33521,16.38146,15.89437,15.49413,GALAXY,0.07723882,1.843854E-05
19.07555,17.2627,16.38155,15.94723,15.58774,GALAXY,0.0858592,1.370846E-05
18.92275,16.95856,16.00238,15.50407,15.11513,GALAXY,0.07672236,2.365971E-05
18.99049,17.37052,16.62637,16.23768,15.95762,GALAXY,0.1229558,2.392246E-05
17.51004,16.09933,16.30507,16.12173,16.10442,STAR,-0.0005325306,6.045603E-06
18.96544,18.50631,18.30407,18.10914,17.85268,QSO,0.4245016,7.086072E-05
18.59902,17.50352,17.00901,16.75962,16.53621,GALAXY,0.03297291,8.202791E-06
18.38611,18.87177,18.46778,18.47136,18.52496,STAR,-3.093244E-05,1.481271E-05
19.37845,19.33442,19.00889,18.93547,19.06332,QSO,1.179748,0.0002977326
18.94755,17.13881,16.33576,15.93515,15.63486,GALAXY,0.04250804,1.818184E-05
19.41232,18.04564,17.44349,17.10565,16.8824,GALAXY,0.1012124,1.204667E-05
18.70067,17.36672,16.73491,16.3518,16.0975,GALAXY,0.09639371,2.096389E-05
16.55005,14.57349,13.69802,13.24459,12.89101,GALAXY,0.03117942,8.827788E-06
19.43263,17.92276,17.36034,17.10722,17.04966,STAR,-0.000375522,8.249604E-06
17.96504,17.01051,16.72856,16.62586,16.61779,STAR,-0.0005518759,1.634829E-05
19.31748,18.74122,18.4662,18.43746,18.29476,QSO,2.222718,0.0003032637
18.34495,17.32237,16.84656,16.61892,16.52507,STAR,-0.0002580778,8.695951E-06
18.70395,16.91005,16.00011,15.55137,15.2143,GALAXY,0.04308416,1.508724E-05
18.18265,16.85916,16.21291,15.83246,15.53323,GALAXY,0.04961548,7.026738E-06
17.93427,16.873,16.35172,16.08571,15.85226,GALAXY,0.02518317,7.402741E-06
17.30624,15.42881,14.55851,14.14441,13.82897,GALAXY,0.0319094,8.380661E-06
19.48362,17.57771,16.53632,15.99134,15.52814,GALAXY,0.08906738,2.794343E-05
18.35082,16.35772,15.34425,14.8884,14.51432,GALAXY,0.0995049,1.401026E-05
18.69214,16.79048,15.90985,15.4968,15.17575,GALAXY,0.05003786,1.825067E-05
18.50704,17.41344,17.03735,16.81832,16.67826,GALAXY,0.02250883,5.489604E-06
19.41088,18.83036,18.14852,17.72048,17.4692,QSO,0.2144356,3.925098E-05
18.25496,16.96761,16.37682,16.05745,15.7974,GALAXY,0.04694742,1.124122E-05
19.18683,17.69907,17.08835,16.84,16.70165,STAR,-2.856833E-05,8.18195E-06
19.39123,18.26905,17.89434,17.77159,17.74899,STAR,-0.0001344357,1.525647E-05
16.12225,12.8794,11.77055,11.49597,11.89152,STAR,-0.0001910813,6.698888E-06
19.31986,19.17342,19.16833,18.95406,18.95293,QSO,1.709939,0.0005904605
18.79941,17.53039,16.93459,16.6049,16.34142,GALAXY,0.08299513,1.651053E-05
19.37715,17.01598,16.02737,15.68412,15.49291,STAR,6.657535E-05,7.819989E-06
19.04895,17.45294,16.71476,16.40611,16.21075,STAR,0.0001276374,9.393967E-06
18.68023,17.71278,17.39108,17.2689,17.21344,STAR,-0.0002923658,1.631187E-05
17.17812,15.89655,15.37227,15.1633,15.08712,STAR,4.522713E-05,9.282927E-06
19.55966,19.01799,18.36231,17.96054,17.74333,QSO,0.1901356,0.0001048219
19.59334,19.45841,19.13171,19.14647,19.22778,QSO,1.290501,0.0006001632
19.05288,18.75836,18.64278,18.71068,18.51367,QSO,0.8159562,0.0001836577
18.59081,17.50733,17.68098,17.53931,17.10303,STAR,-2.518404E-05,1.88873E-05
18.1144,17.08818,16.70115,16.54209,16.48588,STAR,-0.0001736786,8.408271E-06
17.58396,16.7747,16.46841,16.32594,16.26,STAR,-0.0007119199,1.551854E-05
19.19621,18.1163,17.67555,17.47883,17.30303,GALAXY,0.05249283,9.401893E-06
18.87347,19.18337,19.62918,19.9782,20.4501,STAR,-0.000326442,5.971639E-05
18.04928,16.30984,15.66126,15.4368,15.34049,STAR,-2.07457E-05,6.408926E-06
19.43802,17.65929,16.6884,16.20924,15.78642,GALAXY,0.09619828,1.841572E-05
19.38491,19.196,18.88098,18.71813,18.29299,QSO,0.2963195,5.520771E-05
19.58503,17.49125,16.51061,16.07904,15.73137,GALAXY,0.0913619,2.0241E-05
19.15963,17.99203,17.4449,17.12657,16.99185,GALAXY,0.08994097,8.832259E-06
19.532,18.19834,17.64361,17.33601,17.10935,GALAXY,0.04476596,9.194621E-06
18.57181,17.325,16.84474,16.65886,16.59711,STAR,-0.0004147121,1.186269E-05
19.31447,18.14875,17.63059,17.28964,17.13562,GALAXY,0.1286889,9.440083E-06
17.88072,15.90891,15.22595,15.00255,14.89817,STAR,5.788828E-06,6.117795E-06
18.80776,18.3183,17.85556,17.52575,17.45196,QSO,1.460804,0.0001206873
18.84653,16.92833,15.97701,15.52419,15.16084,GALAXY,0.07350827,1.374444E-05
18.39317,17.50242,17.2301,17.12282,17.09146,STAR,6.895604E-05,9.882661E-06
18.97484,17.13236,16.08915,15.59284,15.18854,GALAXY,0.1127317,1.559859E-05
19.16961,18.45193,18.17472,17.85507,17.80939,GALAXY,0.1201207,7.762324E-06
18.98057,17.48972,16.75482,16.35469,16.05267,GALAXY,0.08902066,1.288236E-05
19.03862,17.04518,16.08637,15.64797,15.26783,GALAXY,0.05271571,1.285512E-05
19.32938,18.33475,17.95808,17.79925,17.79539,STAR,-0.0008618541,1.446694E-05
19.36108,19.23106,18.95434,19.02146,19.06215,QSO,1.076817,0.0004837031
19.49225,17.55351,16.66013,16.2517,15.90716,GALAXY,0.07197195,1.657359E-05
19.01812,18.53457,18.49991,18.52304,18.32015,QSO,2.45992,0.0001306353
19.39339,18.0838,17.5261,17.19316,16.96652,GALAXY,0.04532392,7.487869E-06
16.60833,17.11481,17.69589,18.05595,18.4806,STAR,-0.0002676173,7.793597E-05
18.24894,16.60778,15.97328,15.73426,15.6171,STAR,-0.0001454471,9.019895E-06
19.36357,19.12967,19.38494,19.65626,19.80532,STAR,-2.05387E-05,4.880053E-05
19.12616,17.86822,17.07123,16.62811,16.33797,GALAXY,0.1897162,1.340253E-05
18.68139,18.66896,18.52869,18.60627,18.65726,QSO,1.055655,0.0002750711
18.34267,18.17362,18.1497,18.06233,17.7419,QSO,0.4047201,6.175265E-05
18.94305,17.54993,16.93151,16.61067,16.43699,GALAXY,0.09711236,9.612277E-06
18.98896,18.82419,18.78829,18.50903,18.52959,QSO,1.767112,0.0003427341
18.51093,17.43767,17.02444,16.85193,16.76707,STAR,-0.0004803245,1.24947E-05
18.5223,17.57874,17.34815,17.21675,17.22086,STAR,-0.000116792,1.208332E-05
18.2093,17.01429,17.05458,17.11446,17.20002,STAR,-0.001021912,1.199944E-05
19.31011,18.06597,17.21302,16.73658,16.4059,GALAXY,0.1143437,1.410166E-05
19.38616,18.26834,17.59401,17.22665,16.9961,GALAXY,0.1637184,1.271351E-05
18.59782,17.50005,17.10859,16.96919,16.93937,STAR,0.0002818762,1.0269E-05
18.58353,17.38742,16.82392,16.46118,16.2575,GALAXY,0.09972604,6.739134E-06
19.19868,17.3869,16.43363,16.04611,15.7291,GALAXY,0.1395569,1.628118E-05
18.46823,16.57186,15.67579,15.23561,14.88176,GALAXY,0.04319422,1.380459E-05
19.3849,19.32506,19.31839,19.03131,19.05128,QSO,1.710434,0.0004125587
19.51663,17.67606,16.59254,16.14567,15.75843,GALAXY,0.1403724,2.708472E-05
19.35858,18.10222,17.56309,17.21917,17.01379,GALAXY,0.08822675,1.1877E-05
19.45739,17.5535,16.57175,16.14326,15.78719,GALAXY,0.08751359,2.158636E-05
19.2629,18.14177,17.66763,17.29949,17.11916,GALAXY,0.06625251,5.871959E-06
17.92622,16.29718,15.75953,15.57243,15.51998,STAR,2.680342E-05,7.39088E-06
19.20774,17.70176,16.90748,16.43336,16.09323,GALAXY,0.08457542,7.934943E-06
18.35484,18.13543,18.10133,17.89719,17.87891,QSO,1.609676,0.0001857708
19.28029,19.22573,19.46526,19.69823,20.02084,STAR,3.99258E-05,5.279418E-05
19.25904,18.04668,17.53562,17.33893,17.25235,STAR,-0.0004509111,9.115766E-06
19.35296,17.95311,17.13896,16.68906,16.38304,GALAXY,0.1182228,1.214297E-05
17.81929,16.26655,15.62564,15.36402,15.24634,STAR,-0.000271545,8.885339E-06
18.10446,17.93379,17.76684,17.23617,17.34239,QSO,0.1865847,3.029343E-05
19.16062,18.09478,17.7844,17.52229,17.40741,GALAXY,0.05435918,6.452768E-06
17.76473,16.01048,15.51062,15.11487,15.05894,STAR,-6.487832E-05,6.573351E-06
17.90497,18.09289,18.56549,18.90664,19.15565,STAR,-0.0004140976,2.157218E-05
19.07051,17.65423,17.12392,16.90015,16.82654,STAR,-0.00034111,9.982161E-06
19.057,17.67968,17.34253,17.07993,17.0148,STAR,-0.0002547252,1.038149E-05
19.23592,17.91041,17.38273,17.05059,16.87278,GALAXY,0.06069927,8.638146E-06
19.45912,17.89737,16.88389,16.41097,16.0641,GALAXY,0.1660506,3.833602E-05
18.66147,17.44054,17.18635,17.07774,17.04147,STAR,-0.0009158942,7.786903E-06
18.50865,17.42571,17.03411,16.75763,16.62861,GALAXY,0.04367785,6.750256E-06
19.49366,19.30115,19.62815,19.94652,20.22706,STAR,-0.0001739943,0.0001143218
17.58816,16.06725,15.40766,15.12114,14.94933,STAR,-8.269873E-06,6.987796E-06
19.22187,17.1885,16.2481,15.78952,15.4542,GALAXY,0.06510869,1.784255E-05
19.24253,17.92881,17.36201,17.0436,16.86411,GALAXY,0.02888483,2.763362E-05
16.7425,16.16323,16.4275,16.77341,24.96892,GALAXY,0.03260675,7.817594E-06
19.2822,17.71115,17.15462,16.93494,16.8609,STAR,-0.0001120529,8.927323E-06
19.26306,17.64769,16.76827,16.31772,15.95357,GALAXY,0.08707645,2.002879E-05
15.68387,13.79573,13.03999,12.79189,13.45179,STAR,-0.0001006539,1.275256E-05
16.12698,14.78365,14.18924,13.87786,13.65255,GALAXY,0.03278401,1.034125E-05
18.26433,16.78541,16.12885,15.77168,15.51638,GALAXY,0.0513929,1.098791E-05
18.78639,16.98787,16.04558,15.56887,15.22911,GALAXY,0.07565698,2.76254E-05
19.04135,18.10504,17.8061,17.70739,17.65105,STAR,-0.0006471316,1.074363E-05
16.92678,15.97493,15.67695,15.5507,15.53187,STAR,-0.000353545,5.736033E-06
19.16149,17.19101,16.15087,15.72336,15.37537,GALAXY,0.1295121,2.128502E-05
19.04964,18.04615,17.70339,17.58417,17.52445,STAR,-0.0002446349,1.197574E-05
15.17589,14.90405,11.97727,11.86542,13.43164,STAR,3.54007E-05,9.921986E-06
18.25848,16.96883,17.02973,17.10729,17.14466,STAR,-0.0006667196,4.650364E-06
19.30788,18.12779,17.44647,17.10154,16.83766,GALAXY,0.1588761,1.208685E-05
19.26608,18.05663,17.46071,17.11709,16.8842,GALAXY,0.09614071,1.019377E-05
17.43167,16.16727,16.24899,15.52784,15.46778,STAR,6.625689E-05,9.695174E-06
17.17375,15.14322,14.21529,13.79117,13.45314,GALAXY,0.04871729,1.612065E-05
19.14854,18.61194,18.04488,17.58178,17.39587,QSO,0.1376075,4.242293E-05
19.2897,18.20785,17.78514,17.52092,17.35849,GALAXY,0.04205576,7.108603E-06
19.07956,17.18054,16.2463,15.84386,15.54711,GALAXY,0.1239581,1.510584E-05
18.37683,17.12137,16.57237,16.32135,16.19704,STAR,0.0003126697,9.619486E-06
19.57545,18.15859,17.59442,17.36505,17.22917,STAR,-0.0001733402,9.133883E-06
19.36849,18.24879,17.82225,17.52541,17.30709,GALAXY,0.07834978,9.132078E-06
17.01463,16.60757,16.72761,16.98498,17.05397,STAR,4.403964E-05,1.039795E-05
18.72411,17.62709,16.9494,16.52962,16.2465,GALAXY,0.1159395,9.560789E-06
18.25344,16.55312,15.70548,15.31662,15.00917,GALAXY,0.04372691,1.150757E-05
19.38351,17.66751,16.89267,16.57148,16.37345,STAR,-0.0001363214,7.886246E-06
19.42227,19.12286,19.00008,18.90589,18.66762,QSO,2.161572,0.000310606
15.57077,13.84708,13.28848,13.1084,13.43618,STAR,-0.0001516663,1.243958E-05
18.30354,16.60221,15.71845,15.20281,14.95117,GALAXY,0.04747618,1.867481E-05
19.19319,18.00777,17.45128,17.2035,17.09146,STAR,0.0006711488,1.246669E-05
19.39104,18.50624,18.2143,18.09046,18.0901,STAR,-0.0004310089,3.436024E-05
17.337,15.47821,14.59358,14.22541,13.93113,STAR,-0.0002359325,8.615857E-06
19.48637,17.47488,16.54701,16.14187,15.80282,GALAXY,0.08487339,2.291447E-05
19.11361,17.42315,16.46654,15.9654,15.66066,QSO,0.1160533,7.080615E-05
19.15712,17.23039,16.28034,15.85809,15.53331,GALAXY,0.09489374,1.856774E-05
19.25529,17.42398,16.55799,16.16123,15.82871,GALAXY,0.05401061,1.295516E-05
18.84014,17.94004,17.51017,17.09127,16.97209,GALAXY,0.1167609,7.64439E-06
16.70409,15.61153,15.53052,15.54921,15.62819,STAR,0.0001067695,5.086172E-06
17.83685,16.58944,16.44141,16.35409,16.32162,STAR,0.0001830788,1.059169E-05
18.99224,17.83753,17.38881,17.10947,16.99695,GALAXY,0.06843316,8.202454E-06
18.55505,17.4302,16.97553,16.67946,16.52711,GALAXY,0.08638777,6.698498E-06
19.08134,17.90975,17.52161,17.38128,17.33905,STAR,-0.000234389,1.251107E-05
18.92561,17.85879,17.25386,16.85637,16.65047,GALAXY,0.100317,8.192113E-06
17.11708,15.78849,15.26384,15.04006,14.95348,STAR,-0.0008401105,9.115511E-06
19.56485,17.97906,17.01572,16.58795,16.23201,GALAXY,0.1332615,2.725727E-05
18.30701,17.02913,16.45422,17.18517,16.12848,STAR,-8.025879E-05,9.667237E-06
18.98286,17.43739,16.8048,16.55032,16.43378,STAR,-0.0007469954,6.92648E-06
17.57652,15.65629,14.73626,14.27554,13.88565,GALAXY,0.05049714,1.240509E-05
17.28951,15.26996,14.29901,13.8523,13.53962,GALAXY,0.06660552,1.576514E-05
16.95586,17.1809,17.69117,18.01367,18.3112,STAR,-0.0005841969,2.624534E-05
18.796,17.817,17.67815,17.50086,17.53881,GALAXY,0.07137763,5.24989E-06
18.05353,16.86554,16.31501,15.95348,15.77841,GALAXY,0.08024038,7.824596E-06
19.10128,17.97007,17.52071,17.17599,17.0494,GALAXY,0.06837466,6.996085E-06
19.13836,17.91265,17.68151,17.58437,17.54851,STAR,-0.0007659041,1.421133E-05
15.74172,12.03088,11.19191,10.92194,11.09763,QSO,1.271912,0.000156791
19.3433,18.01283,17.5166,17.24565,17.09743,GALAXY,0.04503961,1.080266E-05
19.34259,17.42247,16.46898,16.04359,15.72011,GALAXY,0.08166227,1.761788E-05
19.1567,17.91196,17.50929,17.23942,17.0939,GALAXY,0.08094003,8.557658E-06
18.123,17.02497,16.38214,16.16326,16.04735,STAR,5.652432E-05,1.122288E-05
18.79881,18.41431,17.90307,17.47102,17.35484,QSO,0.2104795,5.751068E-05
19.33181,17.4611,16.52598,16.08404,15.73761,GALAXY,0.06663167,1.941713E-05
18.73354,17.82412,17.51786,17.39876,17.31779,STAR,-0.0001036968,1.844918E-05
19.41807,17.47263,16.55197,16.1408,15.81669,GALAXY,0.07531974,2.659728E-05
19.27555,19.01402,18.57685,18.32307,18.29403,QSO,1.41775,0.0003682398
19.02423,16.91489,15.93197,15.48572,15.12734,GALAXY,0.07647603,1.453599E-05
17.04898,15.86025,15.39379,16.21877,15.17327,STAR,2.593492E-05,8.923664E-06
19.4338,18.28139,17.6513,17.28176,17.0479,GALAXY,0.1373604,8.945045E-06
18.29985,17.12387,16.60324,16.32788,16.12179,GALAXY,0.01472796,6.916484E-06
19.41162,18.41228,18.14384,18.0223,18.01138,STAR,-0.0004327544,2.260702E-05
19.25045,17.46943,16.3067,15.77802,15.39708,GALAXY,0.1723535,4.783467E-05
18.88659,17.65217,17.18015,16.99951,16.95044,STAR,-0.000617107,1.068974E-05
18.29299,16.47821,15.56972,15.13469,14.79386,GALAXY,0.07436802,1.884616E-05
19.55806,18.10095,17.4741,17.21223,17.08194,STAR,-0.001045034,1.538694E-05
18.97506,17.95339,17.81896,17.86983,17.90776,STAR,-0.0004358914,1.367016E-05
19.13125,17.57999,16.8314,16.36349,16.07579,GALAXY,0.07892136,1.338139E-05
17.15749,15.9004,15.41987,15.23843,15.17567,STAR,0.0001474274,7.708163E-06
17.37654,15.42678,14.61046,14.1883,13.87543,GALAXY,0.03493816,1.097196E-05
19.19556,17.2995,16.36946,15.94016,15.55819,GALAXY,0.07538785,2.188912E-05
19.50057,18.3236,18.46715,18.64484,18.73342,STAR,-0.0005914256,1.202036E-05
18.95753,17.73847,17.33608,17.10297,16.99408,GALAXY,0.04143506,5.886574E-06
19.37941,17.27221,16.40573,16.09832,15.92865,STAR,-6.180844E-05,7.973505E-06
18.91382,17.26855,16.49919,16.10724,15.77498,GALAXY,0.08801714,2.117731E-05
19.17866,17.58742,16.72062,16.26106,15.95453,GALAXY,0.09073716,1.619488E-05
19.005,17.51899,17.00609,17.04349,16.79389,STAR,5.970422E-05,9.250238E-06
18.85016,17.00414,15.93295,15.36411,14.89315,GALAXY,0.0533567,2.01902E-05
19.29073,19.14294,18.92088,18.81582,18.84339,QSO,1.429633,0.0004513377
18.15212,17.01441,16.57238,16.30854,16.19472,GALAXY,0.04538037,1.061006E-05
19.20499,17.53526,16.82702,16.51933,16.35325,STAR,0.0002931982,9.688752E-06
18.91124,17.30463,16.39195,15.92707,15.55107,GALAXY,0.1001774,2.028742E-05
16.83335,15.7549,15.33553,15.13487,15.03663,STAR,0.0001710091,7.644767E-06
19.59897,18.29448,17.83329,17.56078,17.32478,GALAXY,0,0
18.58826,18.30458,17.86129,17.91974,17.90291,QSO,1.113877,0.0001582625
19.50948,18.3148,17.62458,17.23098,16.89765,GALAXY,0.1497277,1.084232E-05
19.50459,19.32491,19.33657,19.27321,19.52608,QSO,1.402433,0.0003863568
19.19847,18.01603,17.6909,17.42151,17.26275,GALAXY,0.05716223,5.654062E-06
19.21122,17.3886,16.52527,16.11412,15.79928,GALAXY,0.05770888,1.615004E-05
18.71984,17.69646,17.28694,17.02287,16.90534,GALAXY,0.03533842,6.245342E-06
19.45374,17.86656,16.91351,16.50882,16.16888,GALAXY,0.156841,2.953742E-05
18.24445,16.39799,15.49136,15.0477,14.69897,GALAXY,0.07145916,1.621987E-05
19.46278,18.08446,17.27389,16.84777,16.57891,GALAXY,0.1190052,1.545904E-05
18.16874,16.35088,15.9288,15.71112,15.19971,STAR,-0.0001400674,9.520915E-06
18.82631,17.70862,17.34676,17.13459,16.86003,GALAXY,0.03065552,1.174923E-05
19.50677,18.17934,17.50118,17.13053,16.8687,GALAXY,0.06103509,1.739378E-05
19.09758,18.88358,18.73991,18.48887,18.41267,QSO,1.602524,0.000273612
19.21499,17.90523,17.24115,16.84067,16.55264,GALAXY,0.07439977,9.176532E-06
16.69899,15.63813,15.44908,15.40749,15.41804,STAR,0.0001100269,1.047698E-05
19.25985,17.36231,16.35832,15.80741,15.37488,GALAXY,0.07148023,2.691384E-05
19.24916,19.22769,19.235,19.00438,18.84317,QSO,1.97346,0.0002632612
18.9059,17.21391,16.57224,16.35587,16.2506,STAR,9.021974E-05,9.357278E-06
19.44979,18.13856,17.70778,17.44608,17.62529,GALAXY,0.08623623,6.438621E-06
19.28642,18.24191,17.90676,17.58447,17.53879,GALAXY,0.09771048,7.428534E-06
17.52578,15.77089,14.97864,14.56867,14.3088,GALAXY,0.08311245,1.594761E-05
19.40345,18.20906,17.6633,17.30442,17.14533,GALAXY,0.09422281,6.030987E-06
